Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement
France,Ukraine,Skirmish,1950,757,39979,49846,6080,84.78,6.6,2964.2,Forest,854.5,954,3248.6,13577.4,NATO,Regional,Mixed,2403,93,Yes,18.18,No,Victory_A,35.19,159.413,Arid,None,No
UK,Ukraine,Proxy War,2007,1938,24867,13205,90101,397.94,-0.3,459.7,Plains,1362.3,1217.9,10372.4,17556.1,NATO,None,Conventional,2985,56,Yes,0.05,Yes,Victory_B,12.285,-91.521,Temperate,Oil,No
Russia,India,Civil War,1965,1888,38981,37599,178551,0.67,14.2,1428.2,Urban,1309.6,1078.5,20456.2,14299.6,None,None,Mixed,1850,99,No,11.13,Yes,Victory_A,-42.386,-21.831,Polar,Land,Yes
Israel,Germany,Proxy War,1996,870,2663,36741,47793,141.27,27.5,1941.2,Desert,14.1,169.5,14540.1,11438.8,Regional,Regional,Cyber,1007,2,No,14.65,Yes,Victory_B,-23.45,173.344,Tropical,Oil,Yes
Russia,Turkey,Civil War,1993,1431,48757,11728,125806,292.06,4.6,166.7,Urban,113,1299.8,2283.5,19141,Regional,None,Cyber,545,22,No,18.14,Yes,Victory_A,-9.305,-112.756,Temperate,Land,Yes
India,France,Proxy War,1963,1598,8598,42132,65665,297.77,1.4,2151,Urban,1077,956.7,8313.6,9457.7,NATO,None,Nuclear,524,3,No,7.17,Yes,Victory_B,-87.453,100.807,Tropical,Oil,No
Israel,Canada,Skirmish,1973,1070,8231,38616,47627,388.6,2.6,299.6,Plains,960.2,178.9,24495.3,24679.4,Regional,NATO,Cyber,4010,155,Yes,18.14,No,Victory_A,68.371,-116.224,Polar,Land,Yes
Ukraine,India,Civil War,2004,599,25207,21721,110486,253.01,32.7,420.8,Mountain,1121.5,1081,13617.2,23695.1,Regional,NATO,Conventional,1737,77,No,16.51,Yes,Victory_A,2.054,126.017,Polar,Land,Yes
China,Germany,War,1964,1635,28893,1576,3016,254.75,6.2,479.1,Mountain,374.3,502.4,7167,17687.4,NATO,Regional,Nuclear,1080,197,No,10.5,No,Victory_B,45.185,-4.329,Tropical,Oil,Yes
China,Australia,Civil War,2021,807,2796,40900,129406,362.68,-9.8,2786.7,Desert,1189.2,1128.6,22837,22066.5,NATO,None,Conventional,2021,69,Yes,5.14,Yes,Victory_A,-59.056,169.978,Temperate,None,Yes
USA,USA,Skirmish,1983,1935,23805,35888,113888,249.36,25.2,2049.7,Plains,619.9,1337.6,8406.7,9835.5,None,Regional,Conventional,1338,168,Yes,13.06,Yes,Victory_A,10.196,-118.773,Tropical,Water,Yes
Turkey,Iran,Civil War,1951,1077,23497,24537,3778,304.28,21.5,1966.3,Urban,367.4,358.1,18250.4,14540.9,None,Regional,Conventional,2158,164,No,5.21,No,Stalemate,76.704,67.653,Polar,None,Yes
UK,Brazil,Proxy War,1976,984,7804,26340,168426,448.9,-4.2,1666.5,Forest,15.8,1200.5,3689,6823.7,NATO,Regional,Conventional,3187,6,Yes,6.98,Yes,Stalemate,-51.43,70.301,Polar,Water,Yes
India,France,Proxy War,2023,704,16542,45552,180399,200.79,34.3,878.4,Forest,1220,1083.2,3920.8,22142.1,None,NATO,Conventional,1330,0,Yes,9.34,No,Stalemate,-27.746,78.795,Temperate,Oil,No
Australia,Turkey,Skirmish,2021,1983,9865,11022,132069,192.62,17.4,1862.7,Desert,749.9,940,14037.2,11780.9,None,Regional,Mixed,770,87,No,9.96,No,Stalemate,-20.102,-143.651,Temperate,None,Yes
Canada,Australia,Cold Conflict,1972,476,10102,48254,81430,1.87,12.5,1230.4,Desert,1365.6,539.5,6003.2,13408.2,Regional,None,Mixed,1741,161,No,3.78,No,Victory_A,-21.005,-76.118,Arid,Oil,No
Turkey,Australia,Proxy War,2017,592,11490,8166,66180,306.75,7.2,436.2,Desert,1000.8,154.7,1242.8,21615.5,NATO,NATO,Nuclear,4405,179,Yes,13.88,No,Victory_B,18.112,-58.314,Tropical,Water,Yes
China,Japan,War,1963,16,44536,12189,21464,14.98,30.4,2068.8,Plains,113.5,678,23162.4,19934,Regional,NATO,Conventional,4189,9,No,19.84,Yes,Victory_B,-19.121,-63.256,Temperate,Land,Yes
Russia,Russia,Skirmish,2012,1384,19046,32700,93055,252.12,1,388.7,Forest,823.9,148.8,1409.2,8050.4,Regional,NATO,Mixed,4112,118,No,4.88,Yes,Stalemate,31.33,63.007,Temperate,Oil,No
France,China,Civil War,2014,487,49112,46276,150561,402.14,2.9,572,Plains,25,700.7,17938.8,2194.8,NATO,None,Cyber,1358,187,Yes,11.09,No,Victory_B,-2.779,-160.261,Tropical,None,No
France,USA,Civil War,2017,1862,6741,8267,91792,275.01,-4.5,2453.1,Plains,781.3,1148.6,8331.3,4060.7,Regional,Regional,Nuclear,3133,133,Yes,9.09,No,Victory_B,-61.627,82.828,Polar,Oil,Yes
Ukraine,Russia,War,2012,706,33809,12916,189342,134.89,24.2,1980.4,Urban,490.9,1396.7,23338.3,8484,None,Regional,Mixed,2796,195,Yes,6.16,Yes,Victory_A,80.742,9.57,Tropical,Oil,No
India,UK,Proxy War,2013,1526,45683,21264,177907,393.11,16.8,1893,Plains,901,278,24651.4,7639.2,None,NATO,Cyber,1596,199,Yes,8.4,Yes,Victory_A,-46.887,-117.721,Tropical,Oil,No
UK,Iran,Skirmish,1981,1165,39409,20529,37023,134.93,17.4,1254.6,Plains,758.7,291.8,8392.4,967.4,None,NATO,Nuclear,1980,109,Yes,14.65,No,Victory_B,11.245,-98.597,Polar,Water,Yes
UK,Australia,War,1962,620,15724,35101,87141,366.54,-0.2,1188.8,Urban,366.6,1135.4,14781.8,10807.3,None,Regional,Cyber,555,124,No,8.29,No,Victory_A,-79.075,-144.871,Tropical,None,No
Germany,China,Proxy War,2015,1839,10066,31515,199318,305.17,19.3,2070.8,Mountain,228.1,657.2,19326.9,2655.2,None,None,Conventional,3964,175,Yes,10.14,No,Stalemate,75.352,-14.739,Temperate,None,No
Iran,Ukraine,Skirmish,1968,1019,23914,8217,137211,85.08,24.4,2220,Urban,567.2,1282.2,3094,5530,Regional,NATO,Cyber,3571,44,No,9.54,No,Stalemate,77.039,34.172,Tropical,Water,Yes
Japan,Russia,Civil War,1973,777,34289,47418,62285,452.58,6.1,1530.6,Desert,1381.6,1076.8,17739.5,19689.2,NATO,NATO,Conventional,3059,139,No,11.1,Yes,Victory_B,-24.382,29.15,Temperate,None,Yes
China,Turkey,Skirmish,1960,447,5865,6459,29450,100.4,26.1,2907.8,Mountain,610.5,1031.3,22655.9,12377,Regional,None,Nuclear,4354,102,No,5.82,No,Victory_B,-68.224,166.452,Polar,None,Yes
UK,Turkey,Cold Conflict,2008,290,30322,14464,146527,494.79,5.7,2867.1,Forest,1048.6,143.6,4470.8,9330.1,Regional,NATO,Conventional,2760,110,No,10.19,Yes,Stalemate,48.597,-73.452,Tropical,Oil,No
Ukraine,Turkey,Skirmish,1964,209,49687,37065,117290,3.75,24.1,1237.3,Plains,80.7,51.2,20969.4,4644,None,None,Cyber,834,69,No,2.7,No,Victory_B,-42.795,94.349,Arid,Water,Yes
Russia,India,Cold Conflict,1959,1499,17323,28894,52813,131.82,-8.5,2461.9,Mountain,531,444.2,2898.9,21658.3,None,Regional,Conventional,1647,116,Yes,14.83,No,Victory_B,36.111,80.308,Tropical,Water,Yes
India,France,Skirmish,1990,413,36869,10393,161331,100.01,14.8,1629.8,Forest,812.9,305,14211.9,22593.2,Regional,Regional,Conventional,3059,148,No,2.22,Yes,Victory_A,74.727,-157.922,Tropical,Water,No
Canada,Israel,Cold Conflict,1976,677,12747,9432,148546,7.1,33.6,1535.3,Urban,1051.9,997.5,8490.7,12971.8,Regional,NATO,Nuclear,866,109,No,15.7,Yes,Victory_A,16.243,154.802,Temperate,Land,Yes
Germany,Russia,Civil War,2009,1451,38116,715,106860,366.21,34.2,164.9,Urban,740.2,631.6,11798.2,23032.7,NATO,Regional,Conventional,903,118,Yes,16.51,Yes,Stalemate,65.023,155.269,Temperate,None,No
Ukraine,Turkey,Proxy War,2022,1878,5059,45712,89573,346.74,2.7,1721.9,Desert,721.9,732.9,7522.8,11625.1,NATO,None,Mixed,2457,74,No,0.38,Yes,Stalemate,-49.563,-37.319,Arid,Oil,No
Brazil,Japan,Cold Conflict,2001,1395,27357,12501,110005,396.2,9.9,2701.7,Desert,1069.7,1139.4,6520.9,2690,NATO,NATO,Nuclear,4983,35,Yes,16.62,No,Stalemate,73.878,-29.636,Arid,Oil,No
USA,Brazil,Cold Conflict,1977,1856,32084,42036,151678,128.42,-7.2,2340.4,Mountain,439.3,670.4,18581,435.8,NATO,None,Cyber,142,86,No,12.96,No,Stalemate,-49.204,115.055,Polar,Oil,No
Canada,India,Civil War,2014,664,22312,29472,93187,222.22,29.3,2359,Plains,127.8,763.4,5585.6,3218.2,NATO,Regional,Nuclear,3723,100,Yes,1.94,No,Stalemate,-49.356,-1.789,Polar,Oil,No
Iran,Israel,Cold Conflict,1966,1991,27315,42376,150452,329.59,15.6,479.8,Urban,486.7,1179.4,10216.2,15570.2,None,Regional,Cyber,2786,22,Yes,19.96,No,Victory_A,68.376,107.712,Tropical,None,No
Brazil,USA,War,1993,290,36757,48422,134358,219.94,7.3,1075.3,Mountain,223.4,604.4,6871.2,8029.4,NATO,Regional,Cyber,3390,182,No,12.31,Yes,Victory_B,9.883,-166.995,Temperate,Water,No
Australia,USA,Civil War,1959,1456,29157,2439,30362,348.69,-4.9,699.6,Mountain,1352.4,117.3,5973.5,16211.2,Regional,NATO,Conventional,2695,154,Yes,8.02,No,Stalemate,53.899,-89.903,Tropical,Water,Yes
Iran,USA,War,2012,1292,34194,16346,113737,317.02,32.6,947.7,Mountain,808.9,730.9,15681.1,12704.3,None,None,Nuclear,2759,147,Yes,17.7,Yes,Stalemate,54.448,-147.217,Temperate,Land,No
France,USA,Civil War,1996,151,38769,8209,152313,57.41,13.9,1738.6,Desert,625.8,811.5,1145.3,8332,Regional,NATO,Cyber,3349,14,No,0.83,No,Victory_A,26.453,-16.489,Polar,Oil,Yes
USA,Brazil,Cold Conflict,1987,1743,36226,23858,109652,390.54,2.7,1094.4,Urban,1277,717,19724.6,5474.8,None,Regional,Mixed,3889,41,No,14.35,No,Victory_A,-55.967,127.497,Temperate,Land,No
China,Russia,War,2019,1279,34453,23191,36690,360.37,5.8,1682.1,Desert,1260.6,362,13660.4,2035.3,None,Regional,Conventional,3733,131,No,2.87,Yes,Victory_A,34.577,25.124,Temperate,None,Yes
Russia,Turkey,Cold Conflict,2002,1377,13600,43156,100221,327.95,2.2,1315.5,Desert,582.6,313.9,20712.7,19562,NATO,NATO,Conventional,1721,28,No,11.05,No,Victory_A,-78.546,7.32,Polar,Land,No
USA,Germany,Civil War,1993,1401,44428,13417,62343,77.63,17.1,859.8,Mountain,1224.7,518.3,5333.3,20476.9,Regional,None,Cyber,3153,182,No,1.92,No,Victory_B,-53.88,-48.202,Polar,None,Yes
Iran,Russia,Cold Conflict,2023,1677,16872,16862,114174,134.07,31.8,286.2,Forest,90.6,233.6,17738.1,13540.9,NATO,Regional,Mixed,4114,48,No,13.58,Yes,Victory_B,25.724,-157.1,Temperate,Land,Yes
Japan,Australia,War,2003,855,48686,3565,167810,196.65,28.6,2675.5,Forest,1240.1,932.8,10520.4,3935.8,Regional,None,Conventional,4740,70,Yes,9.3,Yes,Victory_A,73.406,95.907,Arid,None,No
Brazil,UK,War,1969,1382,3432,25722,85852,140.04,10.7,34.1,Forest,435.5,860.9,1929.3,6595.6,Regional,Regional,Nuclear,2831,74,No,0.13,Yes,Victory_A,48.905,25.476,Temperate,None,Yes
China,Israel,Cold Conflict,1980,608,49955,6900,92074,113.98,27.2,5,Mountain,791.6,885.7,18814.4,23879.1,NATO,NATO,Cyber,1704,53,No,1.43,No,Stalemate,-30.158,155.148,Polar,Land,No
Israel,Turkey,Skirmish,1956,1965,22318,49361,155244,402.7,9,2480.4,Plains,378.3,315.5,19057.1,5656.3,NATO,Regional,Mixed,457,160,No,14.06,Yes,Victory_B,58.266,-24.493,Arid,Water,No
Japan,Iran,Civil War,2007,370,35688,35639,172346,319.15,1.4,2990.4,Urban,1378.7,345.9,6780.2,1429.6,None,NATO,Cyber,1276,95,No,7.99,Yes,Stalemate,83.988,-35.46,Arid,Land,No
France,Israel,Civil War,1959,1251,15572,36751,137453,282.78,34.3,2181.3,Mountain,101.4,1102.6,22902,13755.7,None,NATO,Conventional,4774,103,No,13.44,No,Victory_A,-30.249,170.765,Tropical,Water,Yes
Japan,Turkey,Cold Conflict,1959,705,5059,2700,111461,113.05,3.7,45.8,Mountain,626.3,966.5,19101.6,6555.2,None,NATO,Mixed,3315,36,No,7.8,Yes,Stalemate,-56.371,-129.183,Polar,Water,Yes
Germany,France,Skirmish,1988,1327,17543,5618,42312,459.05,4.6,680.1,Desert,869.8,1225.4,7675.9,23936.3,Regional,Regional,Cyber,1608,134,No,7.23,No,Victory_A,-54.447,-89.15,Tropical,Land,No
Germany,China,War,1977,826,45234,19727,116264,95.67,34.5,2915.5,Forest,862.2,565.5,5985.3,14373.4,NATO,None,Cyber,3894,23,No,17.1,Yes,Victory_B,-17.942,-4.261,Polar,Oil,Yes
Australia,Germany,Proxy War,1979,1005,25974,29469,106485,397.5,-4,2425.8,Mountain,1034.5,766.7,11007.8,24145.7,None,None,Cyber,1096,54,No,17.1,No,Stalemate,-80.582,8.476,Arid,Water,No
Iran,Israel,Proxy War,1986,1413,1401,31545,86364,483.34,24.2,1700.4,Plains,1014.5,1034.6,7326.8,19641.6,NATO,Regional,Nuclear,626,138,Yes,18.4,Yes,Stalemate,-2.204,17.538,Arid,Oil,Yes
India,Germany,Cold Conflict,2016,377,43419,16789,190714,363.57,32.1,710.6,Urban,1110.6,1363.8,5433.4,18079.9,None,NATO,Nuclear,1290,107,Yes,16.46,Yes,Stalemate,41.814,-103.64,Polar,None,No
Canada,Australia,Skirmish,1992,973,24180,16023,165048,496.43,13,43.1,Plains,328.8,1385.5,9983.5,20760.8,None,None,Nuclear,4717,171,Yes,2.55,Yes,Victory_B,5.483,153.665,Arid,None,No
Canada,Russia,Skirmish,2001,118,20783,38569,86337,325.56,-9.9,62.6,Mountain,519.3,1398.8,652.3,15126.1,NATO,None,Nuclear,4823,89,No,1.33,Yes,Victory_B,84.609,73.261,Polar,None,No
Israel,Germany,Civil War,2005,1029,29756,30503,119368,108.81,6.9,1835.9,Mountain,535.5,1246.8,10041.3,287.9,None,Regional,Conventional,3411,192,No,1.17,No,Stalemate,-6.894,-86.962,Temperate,Water,Yes
Israel,Canada,War,2017,444,22555,1058,130184,101.99,-5,65.5,Desert,1338.2,895.9,5549.3,9817.7,NATO,NATO,Cyber,2144,5,Yes,19.6,Yes,Stalemate,-87.613,-74.091,Polar,Water,Yes
China,Canada,Skirmish,1958,1376,4212,40463,125008,162.35,8.7,2980.9,Plains,573.6,10.8,6615.7,5483.3,None,None,Nuclear,899,30,No,10.02,No,Stalemate,-5.378,136.929,Polar,None,Yes
France,Iran,Proxy War,1972,755,45631,3638,17578,3.66,25.6,550.2,Desert,311.4,979.7,2073,10863.5,NATO,Regional,Conventional,697,170,Yes,2.3,No,Victory_A,77.379,-43.072,Temperate,Land,No
UK,UK,War,2012,1557,44642,23504,118,340.88,9.7,2132.1,Plains,885.6,334.8,14727.4,11769,None,Regional,Nuclear,2930,106,No,10.89,No,Victory_A,-72.745,20.291,Arid,Land,Yes
Australia,Ukraine,War,2010,1688,16982,10083,69303,134.41,9.4,465.2,Forest,598.7,81,11805.5,3204.5,None,NATO,Conventional,4055,11,No,14.21,Yes,Victory_A,-49.866,-136.646,Arid,None,Yes
Germany,China,Cold Conflict,1989,640,32245,35471,80804,407.61,15.1,1620.3,Forest,350.9,976.4,18768.2,595.6,Regional,Regional,Mixed,4191,192,No,1.89,Yes,Victory_B,38.801,-89.376,Arid,Oil,Yes
China,Japan,Skirmish,1993,124,41488,24742,175090,179.65,16.2,241.8,Plains,1001.5,1058.7,24677.6,3463.6,NATO,NATO,Nuclear,3617,179,No,6.93,Yes,Stalemate,-37.062,-30.032,Tropical,None,Yes
UK,Brazil,Cold Conflict,1973,658,32835,13567,90988,240.03,28.5,2300.3,Desert,269.5,923.5,2997.2,21437.1,None,None,Nuclear,3440,69,Yes,3.76,Yes,Victory_A,47.743,56.209,Tropical,Water,Yes
Canada,Russia,Skirmish,2000,1301,7345,305,179745,482.85,3.9,1754.8,Forest,887.1,511.9,6817.9,18898.8,Regional,Regional,Cyber,3416,29,No,19.51,No,Stalemate,-14.522,-79.121,Polar,Oil,No
India,Brazil,Civil War,2007,822,44699,27509,42179,121.16,27,258.5,Mountain,603.3,715.9,17064.5,19974.3,NATO,None,Nuclear,3050,118,Yes,6.36,No,Victory_B,53.292,162.274,Polar,Land,Yes
Japan,Iran,Cold Conflict,1982,1418,2205,12542,114046,360.65,15.5,2545.8,Urban,447.5,1309,5940.4,6914.9,None,NATO,Nuclear,2489,125,No,13.81,No,Victory_A,9.276,-100.722,Polar,Land,Yes
Germany,Japan,Cold Conflict,1965,664,42613,26390,61371,377.58,3.5,1641.1,Desert,1324.4,1021.7,763.4,5910.1,None,NATO,Conventional,792,54,Yes,18.37,Yes,Stalemate,-75.156,100.406,Temperate,Oil,No
China,Iran,Proxy War,1971,360,21811,26208,11576,110.58,3.3,2764.8,Plains,454.8,707.1,2754.1,943.9,None,NATO,Cyber,2075,38,No,17.26,No,Victory_B,-20.495,-48.744,Temperate,Oil,No
USA,Turkey,Cold Conflict,2006,623,5730,5791,157831,250.55,6.3,2749.9,Urban,487.2,831.2,10846.3,11812,NATO,Regional,Cyber,3543,81,No,7.88,No,Victory_B,-30.015,120.024,Tropical,Water,No
UK,Russia,Skirmish,2011,1493,3306,39009,107585,175.17,18,2761.5,Urban,1219,1298.8,10775.3,9566.4,Regional,Regional,Mixed,922,5,No,6.22,No,Victory_A,55.815,152.318,Temperate,None,Yes
Japan,Russia,Proxy War,2020,1652,19053,19604,15113,385.98,0.4,233.4,Mountain,181.5,551.9,24307.9,20898.8,None,Regional,Conventional,1481,183,No,16.18,No,Victory_B,22.478,-112.674,Polar,Oil,No
Germany,China,Cold Conflict,2021,1724,35496,30262,135845,311.28,31.4,362.9,Desert,152.2,143.5,11654.1,17049.9,Regional,None,Nuclear,741,7,Yes,4.1,No,Victory_B,49.932,-3.068,Temperate,Oil,Yes
Canada,Brazil,Cold Conflict,2019,1081,10168,39596,4263,238.04,15.9,2963.1,Urban,396.5,456.8,16954.9,3615.7,NATO,None,Conventional,4999,54,Yes,14.35,Yes,Victory_A,-23.013,-124.428,Polar,Land,No
Ukraine,Canada,Civil War,1979,1275,13494,38898,22847,389.7,31.4,1462.8,Desert,828.7,581.9,12310.1,24679,NATO,Regional,Nuclear,2033,104,Yes,16.71,No,Stalemate,34.514,74.097,Arid,Land,Yes
France,USA,Cold Conflict,1972,1920,1167,49430,84996,117.65,-7.9,714.6,Mountain,538.6,382.9,6755.3,19268.3,None,None,Mixed,1445,15,Yes,16.98,No,Victory_B,-78.258,119.606,Arid,None,No
UK,Brazil,War,1981,919,15345,21651,88968,376.84,5.4,2309,Plains,852.4,741,2645.2,18008.7,None,NATO,Nuclear,374,119,Yes,0.18,No,Stalemate,-83.39,-39.792,Tropical,Oil,Yes
Canada,France,Proxy War,2006,1174,9959,13483,176339,432.7,-9,792.9,Urban,224.5,427.5,21478.3,5423.2,None,Regional,Cyber,2909,129,No,10,No,Stalemate,-38.256,-37.17,Polar,Land,No
Germany,Iran,War,1958,452,29264,16596,199405,439.32,2.3,2181.6,Urban,366.8,145.3,3825,22629.9,Regional,NATO,Mixed,623,63,Yes,7.15,No,Stalemate,49.266,-106.618,Arid,None,No
UK,France,Proxy War,1980,1186,39510,41816,23705,391.86,28.8,2511.9,Urban,791.7,264.1,2431.4,11853.3,Regional,NATO,Nuclear,1048,10,Yes,19.58,Yes,Victory_A,6.136,-69.648,Polar,Land,Yes
Australia,Russia,Civil War,2020,120,15477,9188,143709,204.07,-8.4,2352.8,Desert,304.8,1285.5,5353.6,7448.4,None,NATO,Mixed,605,87,Yes,10.88,No,Victory_B,-16.412,-63.398,Temperate,Land,Yes
Japan,USA,Cold Conflict,1958,582,36934,47082,22605,490.91,9.6,822.1,Urban,592.5,881.8,72.2,16374.3,NATO,None,Cyber,2113,3,No,8.55,Yes,Victory_A,71.394,-123.993,Arid,Land,Yes
Turkey,India,Cold Conflict,1962,1948,33815,27544,28121,189.86,-4.7,1204.9,Desert,802.1,440.7,1808.4,5301.7,NATO,NATO,Cyber,2576,130,Yes,4.89,Yes,Stalemate,-0.475,-68.417,Temperate,Water,No
Germany,Japan,Cold Conflict,2007,1375,20873,24834,20289,319.35,8.8,1239.8,Forest,1363.1,514.3,15883.6,22690.1,None,None,Conventional,277,14,Yes,16.91,Yes,Victory_B,20.41,146.612,Polar,Water,Yes
Australia,UK,Proxy War,1952,99,34039,41845,123491,80.62,27.7,1473.8,Forest,112.8,691.2,6096.3,21360,Regional,NATO,Nuclear,2057,103,Yes,6.39,Yes,Stalemate,87.449,-62.861,Tropical,Oil,No
Brazil,USA,Cold Conflict,1984,1191,48699,34671,97188,490.23,18,502.1,Desert,645.1,942.7,8469.4,11628.1,NATO,Regional,Mixed,1164,67,Yes,16.54,Yes,Stalemate,4.031,-81.203,Arid,None,Yes
China,Turkey,War,1970,1834,6214,26515,49201,352.02,23.2,1357.4,Forest,555.4,815.5,20884.1,4774.5,Regional,NATO,Conventional,3881,170,No,17.83,No,Victory_A,51.03,-41.529,Tropical,None,Yes
Ukraine,UK,Cold Conflict,2013,1687,33039,15489,2253,376.71,5.7,1532.3,Mountain,1154.1,1305.8,19324.8,12417.6,None,NATO,Mixed,4123,80,No,1.16,No,Victory_A,-15.511,165.698,Arid,Water,No
Israel,Israel,Civil War,2001,1862,12918,27844,144757,32.98,32.5,1595.1,Mountain,1260.5,876.4,12311.3,3737,Regional,Regional,Conventional,3171,8,Yes,10.2,Yes,Victory_B,-83.459,95.248,Arid,None,Yes
Japan,Brazil,War,1983,514,9435,18782,183693,381.73,21.9,2459.7,Forest,1269.9,1275.2,15328.3,6753.5,Regional,None,Conventional,2767,24,No,8.41,Yes,Victory_B,60.205,-107.374,Arid,Oil,No
UK,Brazil,Cold Conflict,1984,664,42919,45138,132266,387.38,9,1552,Plains,525.8,8.6,2154.4,12073.5,Regional,Regional,Conventional,4944,64,No,7.86,Yes,Stalemate,79.993,90.919,Tropical,None,Yes
France,UK,Cold Conflict,1964,401,6309,34410,163821,335.92,9.2,692.4,Desert,427.2,1246.9,19042.3,538.3,NATO,NATO,Cyber,260,103,Yes,7.43,Yes,Stalemate,-11.811,95.845,Arid,None,Yes
Canada,Ukraine,Skirmish,1955,365,43248,7359,91713,146.03,31.3,1989.4,Forest,629.3,1010.3,12909.6,19145.4,Regional,NATO,Cyber,4133,65,No,10.64,No,Stalemate,0.655,162.049,Temperate,Water,Yes
Israel,Japan,Proxy War,1981,1601,3677,45268,129894,244.9,15.9,2391.9,Desert,482.2,241.9,14278,4930.9,Regional,None,Cyber,3565,182,No,2.6,No,Victory_A,-13.655,140.794,Polar,Water,No
USA,Turkey,War,2001,1350,8480,12646,12263,55.31,21.8,958.1,Forest,1006.7,369,16641.5,21666.6,Regional,NATO,Cyber,3818,172,No,17.43,Yes,Victory_B,89.443,-145.73,Arid,None,Yes
Canada,USA,Skirmish,1977,581,4176,2254,16994,235.85,8.8,1935.9,Mountain,299.8,760.4,12509.4,566.3,None,NATO,Mixed,4562,32,No,11.16,No,Victory_A,72.605,-16.352,Arid,None,Yes
UK,India,Civil War,2013,1657,33025,8866,66773,121.99,0.1,440.8,Plains,922.5,175.8,13047.1,13308,Regional,None,Nuclear,2794,21,No,6.94,Yes,Victory_A,-82.602,73.078,Temperate,Oil,No
Ukraine,Russia,Proxy War,1968,621,40645,48617,199791,174.61,22.6,1025.8,Desert,1297.9,1099.7,12495.9,19418.5,Regional,None,Cyber,1203,41,No,4.86,No,Stalemate,50.223,170.413,Tropical,Oil,Yes
Iran,China,War,1964,828,41305,11330,68997,81.38,17.4,2727.7,Plains,392.6,1107.9,12425.5,5956.3,NATO,None,Nuclear,2012,154,No,12.33,Yes,Stalemate,18.151,-149.344,Tropical,Oil,Yes
Canada,Turkey,Cold Conflict,1955,247,11195,17865,165579,115.1,12.6,2733.9,Mountain,948,422,18757.6,17691.8,None,None,Conventional,1810,10,No,15.73,No,Stalemate,-85.474,-47.436,Temperate,Land,No
Iran,Brazil,War,2022,434,48147,6002,35241,38.38,18.1,1726,Urban,201.8,98.7,10685.9,18024.5,Regional,NATO,Nuclear,3608,41,Yes,8.82,No,Victory_A,-9.952,-2.799,Arid,Land,No
China,France,Cold Conflict,1987,1117,19279,1322,72314,459.96,-0.6,2107.1,Urban,170.8,1384.4,82.3,15949.7,NATO,None,Cyber,303,77,No,19.69,Yes,Stalemate,-63.052,-31.232,Temperate,Land,Yes
Ukraine,Japan,Proxy War,1975,1292,40068,27150,189046,265.25,25.7,2562,Desert,162.8,351.8,15305.5,9112.7,NATO,None,Mixed,1096,103,No,10.71,Yes,Victory_A,67.149,-15.92,Temperate,None,No
Germany,China,Cold Conflict,2000,615,28500,34369,164866,198.43,32.7,2875.7,Mountain,194.8,95.5,23817,19628.8,Regional,NATO,Cyber,4028,21,No,19.58,No,Victory_A,-87.714,-47.123,Polar,Oil,No
Australia,Iran,Civil War,2022,943,18861,9150,184546,267.56,30.1,1469.7,Desert,303.4,462.6,6431.4,15714.6,NATO,None,Mixed,3618,136,Yes,19.25,Yes,Victory_A,67.159,169.424,Polar,Land,No
USA,Iran,Cold Conflict,2002,963,47715,49076,164008,314.18,4.5,1684.7,Desert,788.4,1356.6,20406.7,14763.8,NATO,NATO,Cyber,1166,56,Yes,11.99,Yes,Victory_B,79.351,109.168,Arid,Water,Yes
Russia,India,Civil War,2005,624,41909,3674,99896,460.95,8.3,1246.9,Desert,1074,1110.3,11392.7,20480.8,NATO,None,Conventional,4309,82,No,11.63,No,Victory_A,-76.863,85.198,Temperate,Water,Yes
UK,Iran,Proxy War,2008,321,1910,36597,119600,89.43,26.4,215.9,Plains,178.5,673,16078.1,6123.5,NATO,None,Mixed,2352,30,Yes,2.11,Yes,Stalemate,39.571,-32.148,Tropical,None,No
India,Turkey,Proxy War,2019,1947,21674,11257,85013,147.85,16.8,1268.4,Forest,1218.2,428.2,22272.9,5819.9,Regional,Regional,Conventional,344,17,Yes,18.59,Yes,Stalemate,8.801,137.348,Tropical,Water,Yes
Russia,Germany,War,2007,1840,28662,19675,1022,487.9,14.7,2371.9,Mountain,1180,593.2,19277.6,9667.3,Regional,NATO,Cyber,743,139,No,16.06,No,Victory_B,81.77,-146.398,Polar,None,No
Canada,Australia,Civil War,1962,856,40763,40344,99269,185.66,31.7,2414.7,Plains,1018.6,25.3,22115.5,1837.6,NATO,None,Conventional,1621,167,Yes,10.01,Yes,Stalemate,53.667,-128.369,Tropical,Water,No
Israel,Russia,Civil War,1992,62,18610,18045,137743,11.38,14.1,2677.1,Forest,596.9,1006,247.9,8441.5,Regional,Regional,Nuclear,2541,121,Yes,6.13,No,Stalemate,34.995,163.461,Temperate,Land,No
